   0.0000000e+00   0.0000000e+00
   1.3736853e-01   8.0000000e-01
   2.7598312e-01   1.6000000e+00
   4.2254875e-01   2.4000000e+00
   5.8380135e-01   3.2000000e+00
   7.6759894e-01   4.0000000e+00
   9.8367928e-01   4.8000000e+00
   1.2434648e+00   5.6000000e+00
   1.5568882e+00   6.4000000e+00
   1.9252698e+00   7.2000000e+00
   2.3370761e+00   8.0000000e+00
   2.7730246e+00   8.8000000e+00
   3.2133221e+00   9.6000000e+00
   3.6419920e+00   1.0400000e+01
   4.0513417e+00   1.1200000e+01
   4.4400567e+00   1.2000000e+01
   4.8088127e+00   1.2800000e+01
   5.1587795e+00   1.3600000e+01
   5.4915472e+00   1.4400000e+01
   5.8089612e+00   1.5200000e+01
   6.1127148e+00   1.6000000e+01
   6.4040096e+00   1.6800000e+01
   6.6834936e+00   1.7600000e+01
   6.9514724e+00   1.8400000e+01
   7.2082089e+00   1.9200000e+01
   7.4541151e+00   2.0000000e+01
   7.6897839e+00   2.0800000e+01
   7.9159310e+00   2.1600000e+01
   8.1333197e+00   2.2400000e+01
   8.3427056e+00   2.3200000e+01
   8.5448051e+00   2.4000000e+01
   8.7402805e+00   2.4800000e+01
   8.9297365e+00   2.5600000e+01
   9.1137211e+00   2.6400000e+01
   9.2927284e+00   2.7200000e+01
   9.4672021e+00   2.8000000e+01
   9.6375380e+00   2.8800000e+01
   9.8040843e+00   2.9600000e+01
   9.9671424e+00   3.0400000e+01
   1.0126965e+01   3.1200000e+01
   1.0283758e+01   3.2000000e+01
   1.0437677e+01   3.2800000e+01
   1.0588835e+01   3.3600000e+01
   1.0737308e+01   3.4400000e+01
   1.0883144e+01   3.5200000e+01
   1.1026374e+01   3.6000000e+01
   1.1167022e+01   3.6800000e+01
   1.1305114e+01   3.7600000e+01
   1.1440684e+01   3.8400000e+01
   1.1573774e+01   3.9200000e+01
   1.1704437e+01   4.0000000e+01
   1.1832732e+01   4.0800000e+01
   1.1958728e+01   4.1600000e+01
   1.2082495e+01   4.2400000e+01
   1.2204108e+01   4.3200000e+01
   1.2323639e+01   4.4000000e+01
   1.2441164e+01   4.4800000e+01
   1.2556755e+01   4.5600000e+01
   1.2670481e+01   4.6400000e+01
   1.2782412e+01   4.7200000e+01
   1.2892611e+01   4.8000000e+01
   1.3001142e+01   4.8800000e+01
   1.3108064e+01   4.9600000e+01
   1.3213433e+01   5.0400000e+01
   1.3317304e+01   5.1200000e+01
   1.3419728e+01   5.2000000e+01
   1.3520754e+01   5.2800000e+01
   1.3620428e+01   5.3600000e+01
   1.3718793e+01   5.4400000e+01
   1.3815893e+01   5.5200000e+01
   1.3911766e+01   5.6000000e+01
   1.4006451e+01   5.6800000e+01
   1.4099983e+01   5.7600000e+01
   1.4192398e+01   5.8400000e+01
   1.4283727e+01   5.9200000e+01
   1.4374003e+01   6.0000000e+01
   1.4463255e+01   6.0800000e+01
   1.4551511e+01   6.1600000e+01
   1.4638800e+01   6.2400000e+01
   1.4725146e+01   6.3200000e+01
   1.4810576e+01   6.4000000e+01
   1.4895113e+01   6.4800000e+01
   1.4978780e+01   6.5600000e+01
   1.5061599e+01   6.6400000e+01
   1.5143591e+01   6.7200000e+01
   1.5224777e+01   6.8000000e+01
   1.5305176e+01   6.8800000e+01
   1.5384807e+01   6.9600000e+01
   1.5463687e+01   7.0400000e+01
   1.5541836e+01   7.1200000e+01
   1.5619268e+01   7.2000000e+01
   1.5696001e+01   7.2800000e+01
   1.5772049e+01   7.3600000e+01
   1.5847429e+01   7.4400000e+01
   1.5922154e+01   7.5200000e+01
   1.5996238e+01   7.6000000e+01
   1.6069695e+01   7.6800000e+01
   1.6142538e+01   7.7600000e+01
   1.6214780e+01   7.8400000e+01
   1.6286433e+01   7.9200000e+01
   1.6357508e+01   8.0000000e+01
