   0.0000000e+00   0.0000000e+00
   1.3861990e-01   8.0000000e-01
   2.8438399e-01   1.6000000e+00
   4.4488296e-01   2.4000000e+00
   6.2963957e-01   3.2000000e+00
   8.5123649e-01   4.0000000e+00
   1.1241844e+00   4.8000000e+00
   1.4576479e+00   5.6000000e+00
   1.8465328e+00   6.4000000e+00
   2.2730790e+00   7.2000000e+00
   2.7156835e+00   8.0000000e+00
   3.1546489e+00   8.8000000e+00
   3.5780660e+00   9.6000000e+00
   3.9820301e+00   1.0400000e+01
   4.3660113e+00   1.1200000e+01
   4.7305592e+00   1.2000000e+01
   5.0769621e+00   1.2800000e+01
   5.4070321e+00   1.3600000e+01
   5.7226143e+00   1.4400000e+01
   6.0251177e+00   1.5200000e+01
   6.3153416e+00   1.6000000e+01
   6.5936438e+00   1.6800000e+01
   6.8602653e+00   1.7600000e+01
   7.1155710e+00   1.8400000e+01
   7.3601170e+00   1.9200000e+01
   7.5946038e+00   2.0000000e+01
   7.8198010e+00   2.0800000e+01
   8.0364850e+00   2.1600000e+01
   8.2454016e+00   2.2400000e+01
   8.4472464e+00   2.3200000e+01
   8.6426589e+00   2.4000000e+01
   8.8322216e+00   2.4800000e+01
   9.0164625e+00   2.5600000e+01
   9.1958580e+00   2.6400000e+01
   9.3708357e+00   2.7200000e+01
   9.5417746e+00   2.8000000e+01
   9.7090055e+00   2.8800000e+01
   9.8728093e+00   2.9600000e+01
   1.0033416e+01   3.0400000e+01
   1.0191005e+01   3.1200000e+01
   1.0345708e+01   3.2000000e+01
   1.0497615e+01   3.2800000e+01
   1.0646783e+01   3.3600000e+01
   1.0793251e+01   3.4400000e+01
   1.0937047e+01   3.5200000e+01
   1.1078201e+01   3.6000000e+01
   1.1216747e+01   3.6800000e+01
   1.1352730e+01   3.7600000e+01
   1.1486203e+01   3.8400000e+01
   1.1617227e+01   3.9200000e+01
   1.1745872e+01   4.0000000e+01
   1.1872210e+01   4.0800000e+01
   1.1996318e+01   4.1600000e+01
   1.2118271e+01   4.2400000e+01
   1.2238146e+01   4.3200000e+01
   1.2356018e+01   4.4000000e+01
   1.2471959e+01   4.4800000e+01
   1.2586040e+01   4.5600000e+01
   1.2698328e+01   4.6400000e+01
   1.2808889e+01   4.7200000e+01
   1.2917784e+01   4.8000000e+01
   1.3025072e+01   4.8800000e+01
   1.3130809e+01   4.9600000e+01
   1.3235050e+01   5.0400000e+01
   1.3337843e+01   5.1200000e+01
   1.3439239e+01   5.2000000e+01
   1.3539282e+01   5.2800000e+01
   1.3638017e+01   5.3600000e+01
   1.3735484e+01   5.4400000e+01
   1.3831724e+01   5.5200000e+01
   1.3926773e+01   5.6000000e+01
   1.4020669e+01   5.6800000e+01
   1.4113444e+01   5.7600000e+01
   1.4205132e+01   5.8400000e+01
   1.4295764e+01   5.9200000e+01
   1.4385370e+01   6.0000000e+01
   1.4473977e+01   6.0800000e+01
   1.4561613e+01   6.1600000e+01
   1.4648305e+01   6.2400000e+01
   1.4734076e+01   6.3200000e+01
   1.4818952e+01   6.4000000e+01
   1.4902955e+01   6.4800000e+01
   1.4986106e+01   6.5600000e+01
   1.5068428e+01   6.6400000e+01
   1.5149940e+01   6.7200000e+01
   1.5230662e+01   6.8000000e+01
   1.5310613e+01   6.8800000e+01
   1.5389810e+01   6.9600000e+01
   1.5468271e+01   7.0400000e+01
   1.5546014e+01   7.1200000e+01
   1.5623054e+01   7.2000000e+01
   1.5699406e+01   7.2800000e+01
   1.5775086e+01   7.3600000e+01
   1.5850108e+01   7.4400000e+01
   1.5924487e+01   7.5200000e+01
   1.5998235e+01   7.6000000e+01
   1.6071366e+01   7.6800000e+01
   1.6143894e+01   7.7600000e+01
   1.6215828e+01   7.8400000e+01
   1.6287183e+01   7.9200000e+01
   1.6357969e+01   8.0000000e+01
